"ID","Primary.Type","month","Latitude","Longitude","CountWithinRadius"
11763427,"DECEPTIVE PRACTICE","06",41.733383709,-87.666642572,1
11716460,"NARCOTICS","06",41.994206784,-87.683089487,1
11724434,"ASSAULT","06",41.945863902,-87.767912706,2
11733651,"THEFT","06",41.888457324,-87.644319329,1
11741266,"CRIMINAL TRESPASS","06",41.760312162,-87.688018229,1
11777536,"NARCOTICS","06",41.86915397,-87.704026413,1
11723876,"INTERFERENCE WITH PUBLIC OFFICER","06",41.878633536,-87.725598276,3
11737023,"BATTERY","06",41.644612024,-87.601570479,1
11736789,"CRIMINAL DAMAGE","06",41.810770179,-87.709649208,1
11719247,"CRIMINAL TRESPASS","06",41.765755571,-87.576292427,3
11735328,"CRIMINAL TRESPASS","06",41.678237739,-87.68073427,3
11758292,"CRIMINAL DAMAGE","06",41.979386671,-87.711555609,1
11718834,"ROBBERY","06",41.70733669,-87.646491095,1
11735582,"THEFT","06",41.742656445,-87.632018466,6
11728787,"OTHER OFFENSE","06",41.869703985,-87.71791397,3
11716054,"ASSAULT","06",41.791747234,-87.659668483,2
11740522,"WEAPONS VIOLATION","06",41.754018898,-87.611360407,2
11726995,"DECEPTIVE PRACTICE","06",41.789114006,-87.596405544,1
11713562,"BATTERY","06",41.886755667,-87.765095923,3
11733263,"BATTERY","06",41.9779129,-87.692567229,1
11734541,"WEAPONS VIOLATION","06",41.693258507,-87.642408263,1
11737693,"THEFT","06",41.812610526,-87.723765071,4
11718032,"DECEPTIVE PRACTICE","06",41.851558595,-87.724023072,1
11733278,"ASSAULT","06",41.912283247,-87.628125624,1
11734845,"CRIMINAL DAMAGE","06",41.874035201,-87.629203481,1
11740467,"BATTERY","06",41.866644572,-87.666379591,2
11711494,"ASSAULT","06",41.94955828,-87.647198103,1
11737625,"THEFT","06",41.881883933,-87.640060441,5
11738442,"ASSAULT","06",41.754598314,-87.559968073,1
11710916,"THEFT","06",41.910006508,-87.676887355,2
11725960,"MOTOR VEHICLE THEFT","06",41.77650004,-87.676267196,2
11718339,"NARCOTICS","06",41.85082422,-87.685608101,1
11728032,"BATTERY","06",41.974104832,-87.651281486,3
11708666,"THEFT","06",41.886353889,-87.658884822,1
11712200,"CRIMINAL TRESPASS","06",41.861022663,-87.705515813,1
11718972,"THEFT","06",41.706987456,-87.620244029,9
11717369,"DECEPTIVE PRACTICE","06",41.758363979,-87.617637733,2
11740069,"BATTERY","06",41.973390057,-87.689063829,2
11718253,"OTHER OFFENSE","06",41.806611122,-87.683152343,1
11716936,"BATTERY","06",42.02059812,-87.666436575,1
11737365,"THEFT","06",41.909270561,-87.64722927,3
11739907,"THEFT","06",41.950197458,-87.648999894,4
11739363,"OTHER OFFENSE","06",41.754120813,-87.60403314,1
11715727,"BATTERY","06",41.894308772,-87.719940332,2
11732984,"THEFT","06",41.929743818,-87.684273777,13
11716118,"BATTERY","06",41.777652858,-87.608323713,1
11738321,"THEFT","06",41.946727243,-87.688560416,1
11732667,"ROBBERY","06",41.663466996,-87.620998905,1
11720169,"PUBLIC PEACE VIOLATION","06",41.83977509,-87.725646822,1
11735992,"MOTOR VEHICLE THEFT","06",41.730594024,-87.638601214,1
11717634,"THEFT","06",41.983251958,-87.695316345,1
11723479,"THEFT","06",41.863601749,-87.710461319,1
11718552,"CRIMINAL DAMAGE","06",41.878739138,-87.677453482,2
11720666,"THEFT","06",41.899410159,-87.624131266,6
11732809,"OTHER OFFENSE","06",42.00885123,-87.69016688,1
11722619,"BATTERY","06",41.803365964,-87.622682706,13
11739629,"BATTERY","06",41.735406341,-87.658194834,2
11707713,"BATTERY","06",41.924902436,-87.766025313,5
11710148,"NARCOTICS","06",41.872553033,-87.724187214,4
